DutNum;RunNum;DutID;Bias;Irrad;
1;1177;6;-500;5e14;
1;1177;7;-500;1e15;
1;1181;6;-500;5e14;
1;1181;7;-500;1e15;
1;1201;6;-500;5e14;
1;1201;7;-500;1e15;
1;1217;6;-500;5e14;
1;1217;7;-500;1e15;
1;1220;6;-500;5e14;
1;1220;7;-500;1e15;
1;1236;6;-500;5e14;
1;1236;7;-500;1e15;
1;1251;6;-500;5e14;
1;1251;7;-500;1e15;
1;1256;6;-500;5e14;
1;1256;7;-500;1e15;
1;1269;6;-800;5e14;
1;1269;7;-800;1e15;
1;1275;6;-100;5e14;
1;1275;7;-100;1e15;
2;2003;6;-100;5e15;
2;2003;7;-100;2e15;
2;2007;6;-200;5e15;
2;2007;7;-200;2e15;
2;2013;6;-300;5e15;
2;2013;7;-300;2e15;
2;2018;6;-400;5e15;
2;2018;7;-400;2e15;
2;2021;6;-500;5e15;
2;2021;7;-500;2e15;
2;2026;6;-600;5e15;
2;2026;7;-600;2e15;
2;2030;6;-500;5e15;
2;2030;7;-500;2e15;
2;2047;6;-500;5e15;
2;2047;7;-500;2e15;
2;2068;6;-500;5e15;
2;2068;7;-500;2e15;
2;2072;6;-700;5e15;
2;2072;7;-700;2e15;
2;2079;6;-500;5e15;
2;2079;7;-500;2e15;
2;2097;6;-500;5e15;
2;2097;7;-500;2e15;
2;2112;6;-500;5e15;
2;2112;7;-500;2e15;
2;2115;6;-500;5e15;
2;2115;7;-500;2e15;
2;2132;6;-500;5e15;
2;2132;7;-500;2e15;
2;2148;6;-500;5e15;
2;2148;7;-500;2e15;
2;2153;6;-500;5e15;
2;2153;7;-500;2e15;
2;2170;6;-500;5e15;
2;2170;7;-500;2e15;
2;2184;6;-500;5e15;
2;2184;7;-500;2e15;
2;2187;6;-500;5e15;
2;2187;7;-500;2e15;
2;2211;6;-500;5e15;
2;2211;7;-500;2e15;
2;2226;6;-500;5e15;
2;2226;7;-500;2e15;
2;2230;6;-500;5e15;
2;2230;7;-500;2e15;
2;2252;6;-500;5e15;
2;2252;7;-500;2e15;
2;2269;6;-500;5e15;
2;2269;7;-500;2e15;
2;2278;6;-500;5e15;
2;2278;7;-500;2e15;
2;2287;6;-500;5e15;
2;2287;7;-500;2e15;
2;2291;6;-500;5e15;
2;2291;7;-500;2e15;
2;2302;6;-700;5e15;
2;2302;7;-1000;2e15;
2;2306;6;-700;5e15;
2;2306;7;-900;2e15;
2;2311;6;-750;5e15;
2;2311;7;-800;2e15;
2;2315;6;-700;5e15;
2;2315;7;-700;2e15;
2;2325;6;-500;5e15;
2;2325;7;-500;2e15;
2;2339;6;-500;5e15;
2;2339;7;-500;2e15;
2;2349;6;-800;5e15;
2;2349;7;-100;2e15;
3;3001;6;-100;5e14_An;
3;3001;7;-100;1e15_An;
3;3005;6;-200;5e14_An;
3;3005;7;-200;1e15_An;
3;3010;6;-300;5e14_An;
3;3010;7;-300;1e15_An;
3;3015;6;-1000;5e14_An;
3;3015;7;-1000;1e15_An;
3;3017;6;-900;5e14_An;
3;3017;7;-900;1e15_An;
3;3021;6;-800;5e14_An;
3;3021;7;-800;1e15_An;
3;3025;6;-700;5e14_An;
3;3025;7;-700;1e15_An;
3;3029;6;-600;5e14_An;
3;3029;7;-600;1e15_An;
3;3033;6;-500;5e14_An;
3;3033;7;-500;1e15_An;
3;3037;6;-400;5e14_An;
3;3037;7;-400;1e15_An;
3;3041;6;-500;5e14_An;
3;3041;7;-500;1e15_An;
3;3057;6;-500;5e14_An;
3;3057;7;-500;1e15_An;
3;3073;6;-500;5e14_An;
3;3073;7;-500;1e15_An;
3;3076;6;-500;5e14_An;
3;3076;7;-500;1e15_An;
3;3095;6;-500;5e14_An;
3;3095;7;-500;1e15_An;
3;3112;6;-500;5e14_An;
3;3112;7;-500;1e15_An;
3;3116;6;-500;5e14_An;
3;3116;7;-500;1e15_An;
3;3132;6;-500;5e14_An;
3;3132;7;-500;1e15_An;
3;3150;6;-500;5e14_An;
3;3150;7;-500;1e15_An;
3;3153;6;-500;5e14_An;
3;3153;7;-500;1e15_An;
3;3166;6;-500;5e14_An;
3;3166;7;-500;1e15_An;
3;3188;6;-500;5e14_An;
3;3188;7;-500;1e15_An;
3;3191;6;-500;5e14_An;
3;3191;7;-500;1e15_An;
3;3210;6;-500;5e14_An;
3;3210;7;-500;1e15_An;
3;3228;6;-500;5e14_An;
3;3228;7;-500;1e15_An;
3;3235;6;-500;5e14_An;
3;3235;7;-500;1e15_An;
4;4000;6;-50;0;
4;4000;7;-50;0;
4;4016;6;-50;0;
4;4016;7;-50;0;
4;4032;6;-50;0;
4;4032;7;-50;0;
4;4035;6;-50;0;
4;4035;7;-50;0;
4;4057;6;-50;0;
4;4057;7;-50;0;
4;4072;6;-500;0;
4;4072;7;-500;0;
4;4088;6;-500;0;
4;4088;7;-500;0;
4;4105;6;-500;0;
4;4105;7;-500;0;
4;4108;6;-500;0;
4;4108;7;-500;0;
4;4130;6;-500;0;
4;4130;7;-500;0;
4;4145;6;-500;0;
4;4145;7;-500;0;
4;4148;6;-500;0;
4;4148;7;-500;0;
4;4164;6;-500;0;
4;4164;7;-500;0;
4;4178;6;-500;0;
4;4178;7;-500;0;
4;4182;6;-500;0;
4;4182;7;-500;0;
4;4198;6;-500;0;
4;4198;7;-500;0;
4;4213;6;-500;0;
4;4213;7;-500;0;
5;5001;6;-500;1.2e14;
5;5001;7;-500;2e14;
5;5025;6;-500;1.2e14;
5;5025;7;-500;2e14;
5;5030;6;-600;1.2e14;
5;5030;7;-600;2e14;
5;5033;6;-700;1.2e14;
5;5033;7;-700;2e14;
5;5038;6;-800;1.2e14;
5;5038;7;-800;2e14;
5;5041;6;-900;1.2e14;
5;5041;7;-900;2e14;
5;5046;6;-1000;1.2e14;
5;5046;7;-1000;2e14;
5;5049;6;-400;1.2e14;
5;5049;7;-400;2e14;
5;5054;6;-300;1.2e14;
5;5054;7;-300;2e14;
5;5058;6;-200;1.2e14;
5;5058;7;-200;2e14;
5;5063;6;-100;1.2e14;
5;5063;7;-100;2e14;
5;5067;6;-500;1.2e14;
5;5067;7;-500;2e14;
5;5076;6;-500;1.2e14;
5;5076;7;-500;2e14;
5;5094;6;-500;1.2e14;
5;5094;7;-500;2e14;
5;5107;6;-500;1.2e14;
5;5107;7;-500;2e14;
5;5124;6;-500;1.2e14;
5;5124;7;-500;2e14;
5;5127;6;-1000;1.2e14;
5;5127;7;-1000;2e14;
5;5151;6;-1000;1.2e14;
5;5151;7;-1000;2e14;
5;5161;6;-1000;1.2e14;
5;5161;7;-1000;2e14;
5;5189;6;-500;1.2e14;
5;5189;7;-500;2e14;
5;5217;6;-500;1.2e14;
5;5217;7;-500;2e14;
5;5236;6;-1000;1.2e14;
5;5236;7;-1000;2e14;
5;5246;6;-500;1.2e14;
5;5246;7;-500;2e14;
5;5266;6;-500;1.2e14;
5;5266;7;-500;2e14;
5;5281;6;-500;1.2e14;
5;5281;7;-500;2e14;
5;5285;6;-700;1.2e14;
5;5285;7;-700;2e14;
5;5299;6;-700;1.2e14;
5;5299;7;-700;2e14;
5;5315;6;-700;1.2e14;
5;5315;7;-700;2e14;
5;5319;6;-300;1.2e14;
5;5319;7;-300;2e14;
5;5338;6;-300;1.2e14;
5;5338;7;-300;2e14;
6;6001;6;-100;1.2e14_An;
6;6001;7;-100;2e14_An;
6;6006;6;-200;1.2e14_An;
6;6006;7;-200;2e14_An;
6;6011;6;-300;1.2e14_An;
6;6011;7;-300;2e14_An;
6;6014;6;-400;1.2e14_An;
6;6014;7;-400;2e14_An;
6;6019;6;-500;1.2e14_An;
6;6019;7;-500;2e14_An;
6;6022;6;-600;1.2e14_An;
6;6022;7;-600;2e14_An;
6;6027;6;-700;1.2e14_An;
6;6027;7;-700;2e14_An;
6;6030;6;-800;1.2e14_An;
6;6030;7;-800;2e14_An;
6;6035;6;-900;1.2e14_An;
6;6035;7;-900;2e14_An;
6;6038;6;-1000;1.2e14_An;
6;6038;7;-1000;2e14_An;
6;6042;6;-500;1.2e14_An;
6;6042;7;-500;2e14_An;
6;6058;6;-500;1.2e14_An;
6;6058;7;-500;2e14_An;
6;6074;6;-500;1.2e14_An;
6;6074;7;-500;2e14_An;
6;6077;6;-500;1.2e14_An;
6;6077;7;-500;2e14_An;
6;6094;6;-500;1.2e14_An;
6;6094;7;-500;2e14_An;
6;6110;6;-500;1.2e14_An;
6;6110;7;-500;2e14_An;
6;6113;6;-500;1.2e14_An;
6;6113;7;-500;2e14_An;
6;6127;6;-500;1.2e14_An;
6;6127;7;-500;2e14_An;
6;6135;6;-500;1.2e14_An;
6;6135;7;-500;2e14_An;
